sequence_number,rtt_ms,bytes_received,status
737,65.657,1328,SUCCESS
738,,0,LOST
739,63.373,1328,SUCCESS
740,62.020,29,SUCCESS
741,62.563,1328,SUCCESS
742,,0,LOST
743,65.107,1328,SUCCESS
744,60.964,29,SUCCESS
745,64.762,1328,SUCCESS
746,81.056,29,SUCCESS
747,66.244,1328,SUCCESS
748,,0,LOST
749,82.235,1328,SUCCESS
750,63.851,29,SUCCESS
751,63.944,1328,SUCCESS
752,62.780,29,SUCCESS
753,64.365,1328,SUCCESS
754,62.756,29,SUCCESS
755,63.205,1328,SUCCESS
756,61.839,29,SUCCESS
757,61.172,1328,SUCCESS
758,61.699,29,SUCCESS
759,68.588,1328,SUCCESS
760,61.638,29,SUCCESS
761,64.086,1328,SUCCESS
762,61.996,29,SUCCESS
763,64.282,1328,SUCCESS
764,63.473,29,SUCCESS
765,85.732,1328,SUCCESS
766,63.550,29,SUCCESS
767,62.853,1328,SUCCESS
768,62.797,29,SUCCESS
769,66.031,1328,SUCCESS
770,62.925,29,SUCCESS
771,,0,LOST
772,63.010,29,SUCCESS
773,,0,LOST
774,,0,LOST
775,71.428,1328,SUCCESS
776,64.932,29,SUCCESS
777,,0,LOST
778,85.161,29,SUCCESS
779,65.067,1328,SUCCESS
780,64.950,29,SUCCESS
781,94.481,1328,SUCCESS
782,64.403,29,SUCCESS
783,65.711,1328,SUCCESS
784,59.949,29,SUCCESS
785,,0,LOST
786,62.607,29,SUCCESS
787,,0,LOST
788,,0,LOST
789,66.592,1328,SUCCESS
790,63.994,29,SUCCESS
791,,0,LOST
792,61.120,29,SUCCESS
793,,0,LOST
794,65.115,29,SUCCESS
795,61.456,1328,SUCCESS
796,60.890,29,SUCCESS
797,,0,LOST
798,61.360,29,SUCCESS
799,,0,LOST
800,63.249,29,SUCCESS
801,63.677,1328,SUCCESS
802,65.587,29,SUCCESS
803,66.109,1328,SUCCESS
804,62.991,29,SUCCESS
805,64.384,1328,SUCCESS
806,,0,LOST
807,76.880,1328,SUCCESS
808,61.816,29,SUCCESS
809,,0,LOST
810,,0,LOST
811,,0,LOST
812,65.223,29,SUCCESS
813,63.102,1328,SUCCESS
814,65.080,29,SUCCESS
815,64.063,1328,SUCCESS
816,62.808,29,SUCCESS
817,62.799,1328,SUCCESS
818,62.376,29,SUCCESS
819,63.625,1328,SUCCESS
820,64.149,29,SUCCESS
821,63.510,1328,SUCCESS
822,63.776,29,SUCCESS
823,65.953,1328,SUCCESS
824,63.727,29,SUCCESS
825,64.388,1328,SUCCESS
826,62.765,29,SUCCESS
827,64.762,1328,SUCCESS
828,85.792,29,SUCCESS
829,63.448,1328,SUCCESS
830,93.275,29,SUCCESS
831,64.977,1328,SUCCESS
832,62.761,29,SUCCESS
833,94.502,1328,SUCCESS
834,61.650,29,SUCCESS
835,,0,LOST
836,62.676,29,SUCCESS
837,64.910,1328,SUCCESS
838,,0,LOST
839,63.340,1328,SUCCESS
840,,0,LOST
841,64.732,1328,SUCCESS
842,62.374,29,SUCCESS
843,63.982,1328,SUCCESS
844,,0,LOST
845,65.212,1328,SUCCESS
846,61.316,29,SUCCESS
847,65.185,1328,SUCCESS
848,64.790,29,SUCCESS
849,95.096,1328,SUCCESS
850,,0,LOST
851,66.166,1328,SUCCESS
852,61.019,29,SUCCESS
853,63.475,1328,SUCCESS
854,62.028,29,SUCCESS
855,61.479,1328,SUCCESS
856,62.331,29,SUCCESS
857,,0,LOST
858,62.323,29,SUCCESS
859,64.363,1328,SUCCESS
860,63.161,29,SUCCESS
861,64.507,1328,SUCCESS
862,63.674,29,SUCCESS
863,64.478,1328,SUCCESS
864,92.650,29,SUCCESS
865,,0,LOST
866,62.853,29,SUCCESS
867,92.500,1328,SUCCESS
868,61.815,29,SUCCESS
869,64.539,1328,SUCCESS
870,,0,LOST
871,64.957,1328,SUCCESS
872,65.226,29,SUCCESS
873,61.047,1328,SUCCESS
874,64.318,29,SUCCESS
875,62.168,1328,SUCCESS
876,63.768,29,SUCCESS
877,63.953,1328,SUCCESS
878,62.550,29,SUCCESS
879,75.790,1328,SUCCESS
880,63.164,29,SUCCESS
881,61.989,1328,SUCCESS
882,94.446,29,SUCCESS
883,63.133,1328,SUCCESS
884,60.963,29,SUCCESS
885,94.001,1328,SUCCESS
886,61.622,29,SUCCESS
887,66.361,1328,SUCCESS
888,62.155,29,SUCCESS
889,62.626,1328,SUCCESS
890,62.795,29,SUCCESS
891,61.155,1328,SUCCESS
892,62.836,29,SUCCESS
893,,0,LOST
894,,0,LOST
895,66.081,1328,SUCCESS
896,64.978,29,SUCCESS
897,,0,LOST
898,62.665,29,SUCCESS
899,75.417,1328,SUCCESS
900,93.563,29,SUCCESS
901,63.682,1328,SUCCESS
902,62.712,29,SUCCESS
903,84.287,1328,SUCCESS
904,63.725,29,SUCCESS
905,96.039,1328,SUCCESS
906,64.722,29,SUCCESS
907,64.990,1328,SUCCESS
908,64.131,29,SUCCESS
909,63.354,1328,SUCCESS
910,64.471,29,SUCCESS
911,64.143,1328,SUCCESS
912,,0,LOST
913,66.213,1328,SUCCESS
914,,0,LOST
915,62.123,1328,SUCCESS
916,73.754,29,SUCCESS
917,65.990,1328,SUCCESS
918,61.567,29,SUCCESS
919,66.135,1328,SUCCESS
920,61.507,29,SUCCESS
921,65.222,1328,SUCCESS
922,61.563,29,SUCCESS
923,66.151,1328,SUCCESS
924,,0,LOST
925,94.984,1328,SUCCESS
926,62.914,29,SUCCESS
927,85.120,1328,SUCCESS
928,93.303,29,SUCCESS
929,62.937,1328,SUCCESS
930,64.033,29,SUCCESS
931,65.242,1328,SUCCESS
932,81.469,29,SUCCESS
933,64.412,1328,SUCCESS
934,,0,LOST
935,63.418,1328,SUCCESS
936,62.205,29,SUCCESS
937,,0,LOST
938,63.786,29,SUCCESS
939,64.362,1328,SUCCESS
940,62.776,29,SUCCESS
941,64.764,1328,SUCCESS
942,63.750,29,SUCCESS
943,63.485,1328,SUCCESS
944,83.295,29,SUCCESS
945,65.226,1328,SUCCESS
946,61.009,29,SUCCESS
947,63.773,1328,SUCCESS
948,,0,LOST
949,63.465,1328,SUCCESS
950,,0,LOST
951,,0,LOST
952,93.934,29,SUCCESS
953,63.044,1328,SUCCESS
954,,0,LOST
955,66.014,1328,SUCCESS
956,64.635,29,SUCCESS
957,62.456,1328,SUCCESS
958,62.218,29,SUCCESS
959,,0,LOST
960,,0,LOST
961,62.703,1328,SUCCESS
962,64.145,29,SUCCESS
963,63.394,1328,SUCCESS
964,60.687,29,SUCCESS
965,,0,LOST
966,63.953,29,SUCCESS
967,72.019,1328,SUCCESS
